id,place,pop_f_0-9_2012,pop_f_10-19_2012,pop_f_20-29_2012,pop_f_30-39_2012,pop_f_40-49_2012,pop_f_50-59_2012,pop_f_60-69_2012,pop_f_70-79_2012,pop_f_80-89_2012,pop_f_90+_2012,pop_f_0-9_2013,pop_f_10-19_2013,pop_f_20-29_2013,pop_f_30-39_2013,pop_f_40-49_2013,pop_f_50-59_2013,pop_f_60-69_2013,pop_f_70-79_2013,pop_f_80-89_2013,pop_f_90+_2013,pop_f_0-9_2014,pop_f_10-19_2014,pop_f_20-29_2014,pop_f_30-39_2014,pop_f_40-49_2014,pop_f_50-59_2014,pop_f_60-69_2014,pop_f_70-79_2014,pop_f_80-89_2014,pop_f_90+_2014,pop_m_0-9_2012,pop_m_10-19_2012,pop_m_20-29_2012,pop_m_30-39_2012,pop_m_40-49_2012,pop_m_50-59_2012,pop_m_60-69_2012,pop_m_70-79_2012,pop_m_80-89_2012,pop_m_90+_2012,pop_m_0-9_2013,pop_m_10-19_2013,pop_m_20-29_2013,pop_m_30-39_2013,pop_m_40-49_2013,pop_m_50-59_2013,pop_m_60-69_2013,pop_m_70-79_2013,pop_m_80-89_2013,pop_m_90+_2013,pop_m_0-9_2014,pop_m_10-19_2014,pop_m_20-29_2014,pop_m_30-39_2014,pop_m_40-49_2014,pop_m_50-59_2014,pop_m_60-69_2014,pop_m_70-79_2014,pop_m_80-89_2014,pop_m_90+_2014,pop_f_0-9_2015,pop_f_10-19_2015,pop_f_20-29_2015,pop_f_30-39_2015,pop_f_40-49_2015,pop_f_50-59_2015,pop_f_60-69_2015,pop_f_70-79_2015,pop_f_80-89_2015,pop_f_90+_2015,pop_f_0-9_2016,pop_f_10-19_2016,pop_f_20-29_2016,pop_f_30-39_2016,pop_f_40-49_2016,pop_f_50-59_2016,pop_f_60-69_2016,pop_f_70-79_2016,pop_f_80-89_2016,pop_f_90+_2016,pop_f_0-9_2017,pop_f_10-19_2017,pop_f_20-29_2017,pop_f_30-39_2017,pop_f_40-49_2017,pop_f_50-59_2017,pop_f_60-69_2017,pop_f_70-79_2017,pop_f_80-89_2017,pop_f_90+_2017,pop_f_0-9_2018,pop_f_10-19_2018,pop_f_20-29_2018,pop_f_30-39_2018,pop_f_40-49_2018,pop_f_50-59_2018,pop_f_60-69_2018,pop_f_70-79_2018,pop_f_80-89_2018,pop_f_90+_2018,pop_m_0-9_2015,pop_m_10-19_2015,pop_m_20-29_2015,pop_m_30-39_2015,pop_m_40-49_2015,pop_m_50-59_2015,pop_m_60-69_2015,pop_m_70-79_2015,pop_m_80-89_2015,pop_m_90+_2015,pop_m_0-9_2016,pop_m_10-19_2016,pop_m_20-29_2016,pop_m_30-39_2016,pop_m_40-49_2016,pop_m_50-59_2016,pop_m_60-69_2016,pop_m_70-79_2016,pop_m_80-89_2016,pop_m_90+_2016,pop_m_0-9_2017,pop_m_10-19_2017,pop_m_20-29_2017,pop_m_30-39_2017,pop_m_40-49_2017,pop_m_50-59_2017,pop_m_60-69_2017,pop_m_70-79_2017,pop_m_80-89_2017,pop_m_90+_2017,pop_m_0-9_2018,pop_m_10-19_2018,pop_m_20-29_2018,pop_m_30-39_2018,pop_m_40-49_2018,pop_m_50-59_2018,pop_m_60-69_2018,pop_m_70-79_2018,pop_m_80-89_2018,pop_m_90+_2018
,Estonia,70889,62338,93243,89297,90132,97764,81973,75916,26539,18988,71198,60387,91475,88732,89343,97108,83092,75360,26965,20347,71289,59675,88506,88808,88721,96322,85358,73975,26495,21751,74806,66209,99029,93587,87876,83965,58432,39593,10001,4640,75244,64011,97470,92894,87665,84374,59507,39621,10199,5182,75456,62919,94644,93154,87820,84590,61395,39018,10251,5672,71358,59895,86661,89040,88237,94451,87969,72934,42411,6516,71668,60350,83559,89438,88262,92900,90708,71315,43104,7117,71532,61205,80385,89740,88778,91354,91756,71053,44004,7686,70811,62947,76982,90740,89217,90071,92342,70435,45419,8346,75442,63113,92741,93621,87195,83350,63833,38644,14856,1304,75514,63786,89906,94499,88359,82768,66340,37970,15343,1464,75505,64855,86487,95405,89301,82230,67528,38134,15918,1607,74987,66558,82924,97407,91242,81922,68475,38544,16588,1805
